userId,movieId,tag,timestamp
7,1,amizade,788918400
12,1,brinquedos,788918500
23,1,divertido,788918600
34,1,nostálgico,788918700
45,1,aventura,788918800
56,1,amizade,788918900
67,1,ciúmes,788919000
78,1,engraçado,788919100
89,1,brinquedos,788919200
90,1,fofo,788919300
91,1,criativo,788919400
92,1,divertido,788919500
93,1,clássico,788919600
94,1,amizade,788919700
95,1,parceria,788919800
96,1,aventura,788919900
97,1,nostálgico,788920000
98,1,engraçado,788920100
99,1,brinquedos,788920200
100,1,emocionante,788920300
101,1,divertido,788920400
102,1,amizade,788920500
103,1,ciúmes,788920600
104,1,criativo,788920700
105,1,fofo,788920800
106,1,parceria,788920900
107,1,clássico,788921000
108,1,nostálgico,788921100
109,1,aventura,788921200
110,1,brinquedos,788921300
7,2,jogo,788921400
12,2,aventura,788921500
23,2,perigoso,788921600
34,2,selva,788921700
45,2,tenso,788921800
56,2,jogo,788921900
67,2,caos,788922000
78,2,aventura,788922100
89,2,animais,788922200
90,2,emocionante,788922300
91,2,fantástico,788922400
92,2,jogo,788922500
93,2,perigoso,788922600
94,2,tenso,788922700
95,2,selva,788922800
96,2,aventura,788922900
97,2,caos,788923000
98,2,emocionante,788923100
99,2,imprevisível,788923200
100,2,fantástico,788923300
101,2,jogo,788923400
102,2,perigoso,788923500
103,2,aventura,788923600
104,2,tenso,788923700
105,2,selva,788923800
106,2,caos,788923900
107,2,emocionante,788924000
108,2,imprevisível,788924100
109,2,fantástico,788924200
110,2,jogo,788924300
7,3,velhos,788924400
12,3,engraçado,788924500
23,3,implicância,788924600
34,3,romance,788924700
45,3,comédia,788924800
56,3,velhos,788924900
67,3,engraçado,788925000
78,3,implicância,788925100
89,3,romance,788925200
90,3,comédia,788925300
91,3,leve,788925400
92,3,divertido,788925500
93,3,velhos,788925600
94,3,engraçado,788925700
95,3,romance,788925800
96,3,implicância,788925900
97,3,comédia,788926000
98,3,leve,788926100
99,3,divertido,788926200
100,3,nostálgico,788926300
101,3,velhos,788926400
102,3,engraçado,788926500
103,3,romance,788926600
104,3,comédia,788926700
105,3,implicância,788926800
106,3,leve,788926900
107,3,divertido,788927000
108,3,nostálgico,788927100
109,3,velhos,788927200
110,3,engraçado,788927300
7,4,romance,788927400
12,4,drama,788927500
23,4,amizade,788927600
34,4,emocional,788927700
45,4,relacionamentos,788927800
56,4,romance,788927900
67,4,drama,788928000
78,4,amizade,788928100
89,4,emocional,788928200
90,4,relacionamentos,788928300
91,4,tocante,788928400
92,4,romance,788928500
93,4,drama,788928600
94,4,amizade,788928700
95,4,emocional,788928800
96,4,relacionamentos,788928900
97,4,tocante,788929000
98,4,romance,788929100
99,4,drama,788929200
100,4,emocional,788929300
101,4,amizade,788929400
102,4,relacionamentos,788929500
103,4,tocante,788929600
104,4,romance,788929700
105,4,drama,788929800
106,4,emocional,788929900
107,4,amizade,788930000
108,4,relacionamentos,788930100
109,4,tocante,788930200
110,4,romance,788930300
7,5,família,788930400
12,5,casamento,788930500
23,5,comédia,788930600
34,5,confusão,788930700
45,5,leve,788930800
56,5,família,788930900
67,5,casamento,788931000
78,5,comédia,788931100
89,5,confusão,788931200
90,5,leve,788931300
91,5,divertido,788931400
92,5,família,788931500
93,5,casamento,788931600
94,5,comédia,788931700
95,5,confusão,788931800
96,5,leve,788931900
97,5,divertido,788932000
98,5,família,788932100
99,5,casamento,788932200
100,5,comédia,788932300
101,5,confusão,788932400
102,5,leve,788932500
103,5,divertido,788932600
104,5,família,788932700
105,5,casamento,788932800
106,5,comédia,788932900
107,5,confusão,788933000
108,5,leve,788933100
109,5,divertido,788933200
110,5,família,788933300
7,6,assalto,788933400
12,6,crime,788933500
23,6,tenso,788933600
34,6,tiroteios,788933700
45,6,intenso,788933800
56,6,assalto,788933900
67,6,crime,788934000
78,6,tenso,788934100
89,6,tiroteios,788934200
90,6,intenso,788934300
91,6,perseguições,788934400
92,6,assalto,788934500
93,6,crime,788934600
94,6,tenso,788934700
95,6,tiroteios,788934800
96,6,intenso,788934900
97,6,perseguições,788935000
98,6,assalto,788935100
99,6,crime,788935200
100,6,tenso,788935300
101,6,tiroteios,788935400
102,6,intenso,788935500
103,6,perseguições,788935600
104,6,assalto,788935700
105,6,crime,788935800
106,6,tenso,788935900
107,6,tiroteios,788936000
108,6,intenso,788936100
109,6,perseguições,788936200
110,6,assalto,788936300
7,7,romance,788936400
12,7,clássico,788936500
23,7,encantador,788936600
34,7,leve,788936700
45,7,delicado,788936800
56,7,romance,788936900
67,7,clássico,788937000
78,7,encantador,788937100
89,7,leve,788937200
90,7,delicado,788937300
91,7,apaixonante,788937400
92,7,romance,788937500
93,7,clássico,788937600
94,7,encantador,788937700
95,7,leve,788937800
96,7,delicado,788937900
97,7,apaixonante,788938000
98,7,romance,788938100
99,7,clássico,788938200
100,7,encantador,788938300
101,7,leve,788938400
102,7,delicado,788938500
103,7,apaixonante,788938600
104,7,romance,788938700
105,7,clássico,788938800
106,7,encantador,788938900
107,7,leve,788939000
108,7,delicado,788939100
109,7,apaixonante,788939200
110,7,romance,788939300
7,8,aventura,788939400
12,8,amizade,788939500
23,8,crianças,788939600
34,8,perigo,788939700
45,8,divertido,788939800
56,8,aventura,788939900
67,8,amizade,788940000
78,8,crianças,788940100
89,8,perigo,788940200
90,8,divertido,788940300
91,8,coragem,788940400
92,8,aventura,788940500
93,8,amizade,788940600
94,8,crianças,788940700
95,8,perigo,788940800
96,8,divertido,788940900
97,8,coragem,788941000
98,8,aventura,788941100
99,8,amizade,788941200
100,8,crianças,788941300
101,8,perigo,788941400
102,8,divertido,788941500
103,8,coragem,788941600
104,8,aventura,788941700
105,8,amizade,788941800
106,8,crianças,788941900
107,8,perigo,788942000
108,8,divertido,788942100
109,8,coragem,788942200
110,8,aventura,788942300
7,9,ação,788942400
12,9,sequestro,788942500
23,9,tenso,788942600
34,9,violência,788942700
45,9,correria,788942800
56,9,ação,788942900
67,9,sequestro,788943000
78,9,tenso,788943100
89,9,violência,788943200
90,9,correria,788943300
91,9,adrenalina,788943400
92,9,ação,788943500
93,9,sequestro,788943600
94,9,tenso,788943700
95,9,violência,788943800
96,9,correria,788943900
97,9,adrenalina,788944000
98,9,ação,788944100
99,9,sequestro,788944200
100,9,tenso,788944300
101,9,violência,788944400
102,9,correria,788944500
103,9,adrenalina,788944600
104,9,ação,788944700
105,9,sequestro,788944800
106,9,tenso,788944900
107,9,violência,788945000
108,9,correria,788945100
109,9,adrenalina,788945200
110,9,ação,788945300
7,10,espionagem,788945400
12,10,ação,788945500
23,10,explosões,788945600
34,10,vilão,788945700
45,10,aventura,788945800
56,10,espionagem,788945900
67,10,ação,788946000
78,10,explosões,788946100
89,10,vilão,788946200
90,10,aventura,788946300
91,10,007,788946400
92,10,espionagem,788946500
93,10,ação,788946600
94,10,explosões,788946700
95,10,vilão,788946800
96,10,aventura,788946900
97,10,007,788947000
98,10,espionagem,788947100
99,10,ação,788947200
100,10,explosões,788947300
101,10,vilão,788947400
102,10,aventura,788947500
103,10,007,788947600
104,10,espionagem,788947700
105,10,ação,788947800
106,10,explosões,788947900
107,10,vilão,788948000
108,10,aventura,788948100
109,10,007,788948200
110,10,espionagem,788948300
67,11,romance,788949000
78,11,carisma,788949100
89,11,diálogos,788949200
90,11,leve,788949300
91,11,engraçado,788949400
92,11,política,788949500
93,11,romance,788949600
94,11,carisma,788949700
95,11,diálogos,788949800
96,11,leve,788949900
97,11,engraçado,788950000
98,11,política,788950100
99,11,romance,788950200
100,11,carisma,788950300
101,11,diálogos,788950400
102,11,leve,788950500
103,11,engraçado,788950600
104,11,política,788950700
105,11,romance,788950800
106,11,carisma,788950900
107,11,diálogos,788951000
108,11,leve,788951100
109,11,engraçado,788951200
110,11,política,788951300
7,12,paródia,788951400
12,12,vampiro,788951500
23,12,comédia,788951600
34,12,bobagem,788951700
45,12,irônico,788951800
56,12,paródia,788951900
67,12,vampiro,788952000
78,12,comédia,788952100
89,12,bobagem,788952200
90,12,irônico,788952300
91,12,engraçado,788952400
92,12,paródia,788952500
93,12,vampiro,788952600
94,12,comédia,788952700
95,12,bobagem,788952800
96,12,irônico,788952900
97,12,engraçado,788953000
98,12,paródia,788953100
99,12,vampiro,788953200
100,12,comédia,788953300
101,12,bobagem,788953400
102,12,irônico,788953500
103,12,engraçado,788953600
104,12,paródia,788953700
105,12,vampiro,788953800
106,12,comédia,788953900
107,12,bobagem,788954000
108,12,irônico,788954100
109,12,engraçado,788954200
110,12,paródia,788954300
7,13,cachorro,788954400
12,13,aventura,788954500
23,13,neve,788954600
34,13,coragem,788954700
45,13,emocionante,788954800
56,13,cachorro,788954900
67,13,aventura,788955000
78,13,neve,788955100
89,13,coragem,788955200
90,13,emocionante,788955300
91,13,família,788955400
92,13,cachorro,788955500
93,13,aventura,788955600
94,13,neve,788955700
95,13,coragem,788955800
96,13,emocionante,788955900
97,13,família,788956000
98,13,cachorro,788956100
99,13,aventura,788956200
100,13,neve,788956300
101,13,coragem,788956400
102,13,emocionante,788956500
103,13,família,788956600
104,13,cachorro,788956700
105,13,aventura,788956800
106,13,neve,788956900
107,13,coragem,788957000
108,13,emocionante,788957100
109,13,família,788957200
110,13,cachorro,788957300
7,14,política,788957400
12,14,biografia,788957500
23,14,história,788957600
34,14,drama,788957700
45,14,sério,788957800
56,14,política,788957900
67,14,biografia,788958000
78,14,história,788958100
89,14,drama,788958200
90,14,sério,788958300
91,14,longo,788958400
92,14,política,788958500
93,14,biografia,788958600
94,14,história,788958700
95,14,drama,788958800
96,14,sério,788958900
97,14,longo,788959000
98,14,política,788959100
99,14,biografia,788959200
100,14,história,788959300
101,14,drama,788959400
102,14,sério,788959500
103,14,longo,788959600
104,14,política,788959700
105,14,biografia,788959800
106,14,história,788959900
107,14,drama,788960000
108,14,sério,788960100
109,14,longo,788960200
110,14,política,788960300
7,15,piratas,788960400
12,15,aventura,788960500
23,15,navios,788960600
34,15,ação,788960700
45,15,exagerado,788960800
56,15,piratas,788960900
67,15,aventura,788961000
78,15,navios,788961100
89,15,ação,788961200
90,15,exagerado,788961300
91,15,confuso,788961400
92,15,piratas,788961500
93,15,aventura,788961600
94,15,navios,788961700
95,15,ação,788961800
96,15,exagerado,788961900
97,15,confuso,788962000
98,15,piratas,788962100
99,15,aventura,788962200
100,15,navios,788962300
101,15,ação,788962400
102,15,exagerado,788962500
103,15,confuso,788962600
104,15,piratas,788962700
105,15,aventura,788962800
106,15,navios,788962900
107,15,ação,788963000
108,15,exagerado,788963100
109,15,confuso,788963200
110,15,piratas,788963300
7,16,cassino,788963400
12,16,gangsters,788963500
23,16,crime,788963600
34,16,violência,788963700
45,16,intenso,788963800
56,16,cassino,788963900
67,16,gangsters,788964000
78,16,crime,788964100
89,16,violência,788964200
90,16,intenso,788964300
91,16,excesso,788964400
92,16,cassino,788964500
93,16,gangsters,788964600
94,16,crime,788964700
95,16,violência,788964800
96,16,intenso,788964900
97,16,excesso,788965000
98,16,cassino,788965100
99,16,gangsters,788965200
100,16,crime,788965300
101,16,violência,788965400
102,16,intenso,788965500
103,16,excesso,788965600
104,16,cassino,788965700
105,16,gangsters,788965800
106,16,crime,788965900
107,16,violência,788966000
108,16,intenso,788966100
109,16,excesso,788966200
110,16,cassino,788966300
7,17,romance,788966400
12,17,época,788966500
23,17,drama,788966600
34,17,delicado,788966700
45,17,emocional,788966800
56,17,romance,788966900
67,17,época,788967000
78,17,drama,788967100
89,17,delicado,788967200
90,17,emocional,788967300
91,17,sensível,788967400
92,17,romance,788967500
93,17,época,788967600
94,17,drama,788967700
95,17,delicado,788967800
96,17,emocional,788967900
97,17,sensível,788968000
98,17,romance,788968100
99,17,época,788968200
100,17,drama,788968300
101,17,delicado,788968400
102,17,emocional,788968500
103,17,sensível,788968600
104,17,romance,788968700
105,17,época,788968800
106,17,drama,788968900
107,17,delicado,788969000
108,17,emocional,788969100
109,17,sensível,788969200
110,17,romance,788969300
7,18,episódios,788969400
12,18,estranho,788969500
23,18,humor,788969600
34,18,irregular,788969700
45,18,criativo,788969800
56,18,episódios,788969900
67,18,estranho,788970000
78,18,humor,788970100
89,18,irregular,788970200
90,18,criativo,788970300
91,18,curioso,788970400
92,18,episódios,788970500
93,18,estranho,788970600
94,18,humor,788970700
95,18,irregular,788970800
96,18,criativo,788970900
97,18,curioso,788971000
98,18,episódios,788971100
99,18,estranho,788971200
100,18,humor,788971300
101,18,irregular,788971400
102,18,criativo,788971500
103,18,curioso,788971600
104,18,episódios,788971700
105,18,estranho,788971800
106,18,humor,788971900
107,18,irregular,788972000
108,18,criativo,788972100
109,18,curioso,788972200
110,18,episódios,788972300
7,19,comédia,788972400
12,19,besteirol,788972500
23,19,animais,788972600
34,19,exagerado,788972700
45,19,engraçado,788972800
56,19,comédia,788972900
67,19,besteirol,788973000
78,19,animais,788973100
89,19,exagerado,788973200
90,19,engraçado,788973300
91,19,maluco,788973400
92,19,comédia,788973500
93,19,besteirol,788973600
94,19,animais,788973700
95,19,exagerado,788973800
96,19,engraçado,788973900
97,19,maluco,788974000
98,19,comédia,788974100
99,19,besteirol,788974200
100,19,animais,788974300
